,Bios,Movies,TV,Religion,Music,Sports,Books,Politics,Cluster #
7924,Award-winning internet fan. Reader. Hipster-friendly pop culture junkie. Total zombie guru.,9.0,3.0,4.0,0.0,0.0,3.0,5.000000000000001,9.0
7925,Infuriatingly humble social media fanatic. Hipster-friendly internet fan. Organizer.,1.0,2.0,1.0,6.999999999999999,1.0,6.999999999999999,9.0,4.0
7926,Evil food guru. Hipster-friendly coffee specialist. Incurable reader. Introvert. Internet fanatic. Amateur student.,6.0,2.0,1.0,8.0,5.000000000000001,2.0,2.0,0.0
7927,Pop culture ninja. Hardcore problem solver. Thinker. Zombie scholar. Music advocate. Web fan.,5.000000000000001,8.0,1.0,6.999999999999999,3.0,2.0,9.0,1.0
7928,Twitter advocate. Music guru. Subtly charming internet buff. Award-winning communicator. Incurable zombie specialist.,6.999999999999999,8.0,6.999999999999999,5.000000000000001,2.0,6.999999999999999,3.0,9.0
7929,General creator. Social media maven. Hipster-friendly entrepreneur. Zombie geek. Unapologetic tv trailblazer.,6.999999999999999,1.0,6.999999999999999,8.0,4.0,9.0,2.0,11.0
7930,Twitter fan. Beer geek. Passionate internet buff. General tv expert. Creator. Hardcore food maven.,9.0,6.999999999999999,4.0,4.0,3.0,1.0,6.0,0.0
7931,Freelance communicator. Professional bacon evangelist. Wannabe music geek. Troublemaker. Zombie guru.,1.0,6.999999999999999,5.000000000000001,0.0,6.999999999999999,5.000000000000001,6.0,5.0
7932,Twitter advocate. Freelance web geek. Professional tv nerd. Bacon trailblazer. Friend of animals everywhere.,8.0,3.0,4.0,8.0,9.0,3.0,3.0,3.0
7933,Communicator. Passionate troublemaker. Tv practitioner. Infuriatingly humble food lover.,4.0,6.999999999999999,3.0,2.0,0.0,1.0,1.0,4.0
7934,Explorer. Falls down a lot. Creator. Professional web lover. Total music practitioner. Tv fan.,3.0,1.0,4.0,2.0,0.0,5.000000000000001,6.999999999999999,8.0
7935,Music lover. Web ninja. Unapologetic student. Amateur twitter fanatic. Troublemaker. Subtly charming alcohol maven.,1.0,8.0,2.0,0.0,3.0,9.0,6.999999999999999,6.0
7936,Travel aficionado. Friendly explorer. Tv scholar. Lifelong beer specialist. Music expert. Zombie geek.,8.0,2.0,6.0,2.0,8.0,5.000000000000001,3.0,5.0
7937,Web fan. Passionate beer lover. Coffee geek. Music practitioner. Food evangelist. Evil reader.,5.000000000000001,6.0,4.0,2.0,2.0,8.0,8.0,0.0
7938,Introvert. Hardcore pop culture fan. Twitter fanatic. Extreme student. Avid social media scholar. Wannabe music aficionado.,6.0,5.000000000000001,6.0,4.0,9.0,3.0,2.0,2.0
7939,Web scholar. Social media specialist. Writer. Coffee enthusiast. Proud pop culture practitioner. Professional internet advocate. Food buff.,2.0,1.0,2.0,4.0,6.0,6.999999999999999,4.0,2.0
7940,Hardcore creator. Total web lover. Freelance music trailblazer. Social media geek.,0.0,5.000000000000001,5.000000000000001,5.000000000000001,1.0,5.000000000000001,1.0,11.0
7941,Extreme internet fanatic. Devoted tv fanatic. Web enthusiast. Proud food guru. General twitter nerd. Beer ninja.,5.000000000000001,3.0,5.000000000000001,6.0,2.0,2.0,9.0,10.0
7942,Tvaholic. Travel buff. Zombie ninja. Social media junkie. Twitter guru. Reader. Alcohol fanatic.,9.0,3.0,1.0,0.0,5.000000000000001,9.0,3.0,11.0
7943,General social media fan. Hipster-friendly tv guru. Freelance alcohol buff. Bacon evangelist. Avid food practitioner.,4.0,0.0,8.0,0.0,8.0,3.0,0.0,11.0
7944,Friend of animals everywhere. Evil twitter fan. Pop culture evangelist. Introvert.,4.0,8.0,8.0,6.999999999999999,5.000000000000001,5.000000000000001,5.000000000000001,2.0
7945,Explorer. Proud beer maven. Hipster-friendly entrepreneur. Coffee trailblazer. Tv junkie. Avid zombie geek.,2.0,4.0,1.0,2.0,0.0,0.0,8.0,11.0
7946,Lifelong beer practitioner. Web advocate. Student. Hardcore communicator. Internet lover. Hipster-friendly thinker.,9.0,4.0,0.0,0.0,6.0,0.0,6.0,0.0
7947,Pop culture practitioner. Avid travel fanatic. Hardcore tv advocate. Beeraholic. Professional zombie fan. Gamer. Devoted social media buff.,5.000000000000001,8.0,9.0,9.0,5.000000000000001,9.0,4.0,2.0
7948,Food evangelist. Amateur coffee lover. Proud tv expert. Alcohol ninja. Freelance beer buff.,1.0,0.0,4.0,0.0,8.0,3.0,0.0,0.0
7949,Hipster-friendly alcohol ninja. Travel advocate. Devoted internet aficionado. Food specialist. Proud web nerd.,4.0,4.0,6.999999999999999,8.0,9.0,8.0,0.0,10.0
7950,Music lover. Web ninja. Unapologetic student. Amateur twitter fanatic. Troublemaker. Subtly charming alcohol maven.,0.0,5.000000000000001,1.0,3.0,6.0,0.0,6.0,6.0
7951,Travel aficionado. Friendly explorer. Tv scholar. Lifelong beer specialist. Music expert. Zombie geek.,9.0,1.0,4.0,9.0,1.0,9.0,3.0,5.0
7952,Web fan. Passionate beer lover. Coffee geek. Music practitioner. Food evangelist. Evil reader.,2.0,3.0,8.0,6.0,4.0,2.0,0.0,0.0
7953,Introvert. Hardcore pop culture fan. Twitter fanatic. Extreme student. Avid social media scholar. Wannabe music aficionado.,8.0,4.0,8.0,5.000000000000001,0.0,6.999999999999999,1.0,2.0
7954,Web scholar. Social media specialist. Writer. Coffee enthusiast. Proud pop culture practitioner. Professional internet advocate. Food buff.,3.0,3.0,9.0,9.0,9.0,2.0,6.999999999999999,2.0
7955,Hardcore creator. Total web lover. Freelance music trailblazer. Social media geek.,0.0,2.0,9.0,5.000000000000001,4.0,4.0,0.0,11.0
7956,Extreme internet fanatic. Devoted tv fanatic. Web enthusiast. Proud food guru. General twitter nerd. Beer ninja.,1.0,2.0,5.000000000000001,9.0,6.0,8.0,5.000000000000001,10.0
7957,Tvaholic. Travel buff. Zombie ninja. Social media junkie. Twitter guru. Reader. Alcohol fanatic.,6.999999999999999,6.999999999999999,6.999999999999999,6.0,0.0,0.0,9.0,11.0
7958,General social media fan. Hipster-friendly tv guru. Freelance alcohol buff. Bacon evangelist. Avid food practitioner.,2.0,2.0,5.000000000000001,5.000000000000001,0.0,6.999999999999999,4.0,11.0
7959,Friend of animals everywhere. Evil twitter fan. Pop culture evangelist. Introvert.,1.0,3.0,9.0,2.0,9.0,9.0,4.0,2.0
7960,Explorer. Proud beer maven. Hipster-friendly entrepreneur. Coffee trailblazer. Tv junkie. Avid zombie geek.,9.0,6.999999999999999,6.0,3.0,2.0,4.0,1.0,11.0
7961,Lifelong beer practitioner. Web advocate. Student. Hardcore communicator. Internet lover. Hipster-friendly thinker.,8.0,9.0,8.0,2.0,0.0,4.0,9.0,0.0
7962,Pop culture practitioner. Avid travel fanatic. Hardcore tv advocate. Beeraholic. Professional zombie fan. Gamer. Devoted social media buff.,3.0,2.0,1.0,6.0,5.000000000000001,5.000000000000001,8.0,2.0
7963,Food evangelist. Amateur coffee lover. Proud tv expert. Alcohol ninja. Freelance beer buff.,9.0,5.000000000000001,8.0,9.0,2.0,9.0,1.0,0.0
7964,Hipster-friendly alcohol ninja. Travel advocate. Devoted internet aficionado. Food specialist. Proud web nerd.,0.0,0.0,3.0,8.0,4.0,5.000000000000001,4.0,10.0
7965,Music lover. Web ninja. Unapologetic student. Amateur twitter fanatic. Troublemaker. Subtly charming alcohol maven.,6.999999999999999,5.000000000000001,5.000000000000001,9.0,5.000000000000001,5.000000000000001,6.0,6.0
7966,Travel aficionado. Friendly explorer. Tv scholar. Lifelong beer specialist. Music expert. Zombie geek.,4.0,0.0,5.000000000000001,3.0,8.0,1.0,0.0,5.0
7967,Web fan. Passionate beer lover. Coffee geek. Music practitioner. Food evangelist. Evil reader.,2.0,3.0,3.0,0.0,3.0,0.0,6.0,0.0
7968,Introvert. Hardcore pop culture fan. Twitter fanatic. Extreme student. Avid social media scholar. Wannabe music aficionado.,6.999999999999999,0.0,8.0,0.0,8.0,0.0,5.000000000000001,2.0
7969,Web scholar. Social media specialist. Writer. Coffee enthusiast. Proud pop culture practitioner. Professional internet advocate. Food buff.,8.0,3.0,4.0,1.0,0.0,8.0,5.000000000000001,2.0
7970,Hardcore creator. Total web lover. Freelance music trailblazer. Social media geek.,4.0,9.0,5.000000000000001,0.0,2.0,2.0,6.0,11.0
7971,Extreme internet fanatic. Devoted tv fanatic. Web enthusiast. Proud food guru. General twitter nerd. Beer ninja.,6.999999999999999,2.0,6.999999999999999,4.0,6.999999999999999,4.0,3.0,10.0
7972,Tvaholic. Travel buff. Zombie ninja. Social media junkie. Twitter guru. Reader. Alcohol fanatic.,9.0,6.0,8.0,3.0,6.999999999999999,2.0,1.0,11.0
7973,General social media fan. Hipster-friendly tv guru. Freelance alcohol buff. Bacon evangelist. Avid food practitioner.,0.0,5.000000000000001,2.0,4.0,2.0,3.0,0.0,11.0
7974,Friend of animals everywhere. Evil twitter fan. Pop culture evangelist. Introvert.,5.000000000000001,4.0,8.0,6.0,5.000000000000001,3.0,9.0,2.0
7975,Explorer. Proud beer maven. Hipster-friendly entrepreneur. Coffee trailblazer. Tv junkie. Avid zombie geek.,0.0,2.0,4.0,4.0,6.999999999999999,5.000000000000001,2.0,11.0
7976,Lifelong beer practitioner. Web advocate. Student. Hardcore communicator. Internet lover. Hipster-friendly thinker.,6.999999999999999,5.000000000000001,9.0,8.0,3.0,6.0,8.0,0.0
7977,Pop culture practitioner. Avid travel fanatic. Hardcore tv advocate. Beeraholic. Professional zombie fan. Gamer. Devoted social media buff.,4.0,5.000000000000001,5.000000000000001,2.0,3.0,6.999999999999999,9.0,2.0
7978,Food evangelist. Amateur coffee lover. Proud tv expert. Alcohol ninja. Freelance beer buff.,3.0,9.0,2.0,4.0,0.0,5.000000000000001,8.0,0.0
7979,Hipster-friendly alcohol ninja. Travel advocate. Devoted internet aficionado. Food specialist. Proud web nerd.,8.0,6.999999999999999,6.0,8.0,6.0,0.0,4.0,10.0
7980,Music lover. Web ninja. Unapologetic student. Amateur twitter fanatic. Troublemaker. Subtly charming alcohol maven.,0.0,1.0,2.0,0.0,6.0,0.0,4.0,6.0
7981,Travel aficionado. Friendly explorer. Tv scholar. Lifelong beer specialist. Music expert. Zombie geek.,6.0,6.999999999999999,0.0,8.0,1.0,2.0,3.0,5.0
7982,Web fan. Passionate beer lover. Coffee geek. Music practitioner. Food evangelist. Evil reader.,2.0,5.000000000000001,6.0,0.0,2.0,0.0,2.0,0.0
7983,Introvert. Hardcore pop culture fan. Twitter fanatic. Extreme student. Avid social media scholar. Wannabe music aficionado.,8.0,6.0,0.0,1.0,4.0,8.0,9.0,2.0
7984,Web scholar. Social media specialist. Writer. Coffee enthusiast. Proud pop culture practitioner. Professional internet advocate. Food buff.,1.0,0.0,6.999999999999999,0.0,0.0,9.0,0.0,2.0
7985,Hardcore creator. Total web lover. Freelance music trailblazer. Social media geek.,6.999999999999999,0.0,6.0,5.000000000000001,6.0,8.0,0.0,11.0
7986,Extreme internet fanatic. Devoted tv fanatic. Web enthusiast. Proud food guru. General twitter nerd. Beer ninja.,4.0,3.0,2.0,9.0,1.0,6.999999999999999,9.0,10.0
7987,Tvaholic. Travel buff. Zombie ninja. Social media junkie. Twitter guru. Reader. Alcohol fanatic.,8.0,0.0,2.0,9.0,0.0,6.0,9.0,11.0
7988,General social media fan. Hipster-friendly tv guru. Freelance alcohol buff. Bacon evangelist. Avid food practitioner.,4.0,9.0,5.000000000000001,4.0,1.0,6.999999999999999,4.0,11.0
7989,Friend of animals everywhere. Evil twitter fan. Pop culture evangelist. Introvert.,1.0,6.999999999999999,1.0,4.0,1.0,6.0,4.0,2.0
7990,Explorer. Proud beer maven. Hipster-friendly entrepreneur. Coffee trailblazer. Tv junkie. Avid zombie geek.,4.0,3.0,0.0,9.0,6.999999999999999,3.0,1.0,11.0
7991,Lifelong beer practitioner. Web advocate. Student. Hardcore communicator. Internet lover. Hipster-friendly thinker.,0.0,4.0,6.999999999999999,5.000000000000001,1.0,3.0,9.0,0.0
7992,Pop culture practitioner. Avid travel fanatic. Hardcore tv advocate. Beeraholic. Professional zombie fan. Gamer. Devoted social media buff.,3.0,2.0,3.0,0.0,6.999999999999999,6.0,6.0,2.0
7993,Food evangelist. Amateur coffee lover. Proud tv expert. Alcohol ninja. Freelance beer buff.,1.0,0.0,4.0,0.0,5.000000000000001,9.0,3.0,0.0
7994,Hipster-friendly alcohol ninja. Travel advocate. Devoted internet aficionado. Food specialist. Proud web nerd.,6.0,2.0,6.0,5.000000000000001,5.000000000000001,9.0,9.0,10.0
7995,Music lover. Web ninja. Unapologetic student. Amateur twitter fanatic. Troublemaker. Subtly charming alcohol maven.,2.0,2.0,6.0,8.0,3.0,5.000000000000001,6.0,6.0
7996,Travel aficionado. Friendly explorer. Tv scholar. Lifelong beer specialist. Music expert. Zombie geek.,8.0,6.999999999999999,8.0,1.0,0.0,5.000000000000001,4.0,5.0
7997,Web fan. Passionate beer lover. Coffee geek. Music practitioner. Food evangelist. Evil reader.,8.0,9.0,4.0,9.0,5.000000000000001,5.000000000000001,8.0,0.0
7998,Introvert. Hardcore pop culture fan. Twitter fanatic. Extreme student. Avid social media scholar. Wannabe music aficionado.,6.999999999999999,0.0,0.0,9.0,6.0,5.000000000000001,2.0,2.0
7999,Web scholar. Social media specialist. Writer. Coffee enthusiast. Proud pop culture practitioner. Professional internet advocate. Food buff.,9.0,4.0,9.0,2.0,3.0,0.0,5.000000000000001,2.0
8000,Hardcore creator. Total web lover. Freelance music trailblazer. Social media geek.,2.0,8.0,3.0,4.0,2.0,2.0,9.0,11.0
8001,Extreme internet fanatic. Devoted tv fanatic. Web enthusiast. Proud food guru. General twitter nerd. Beer ninja.,2.0,8.0,3.0,8.0,3.0,1.0,1.0,10.0
8002,Tvaholic. Travel buff. Zombie ninja. Social media junkie. Twitter guru. Reader. Alcohol fanatic.,3.0,3.0,4.0,4.0,6.999999999999999,3.0,0.0,11.0
8003,General social media fan. Hipster-friendly tv guru. Freelance alcohol buff. Bacon evangelist. Avid food practitioner.,8.0,6.999999999999999,1.0,6.999999999999999,1.0,2.0,2.0,11.0
8004,Friend of animals everywhere. Evil twitter fan. Pop culture evangelist. Introvert.,6.999999999999999,9.0,2.0,6.999999999999999,4.0,5.000000000000001,4.0,2.0
8005,Explorer. Proud beer maven. Hipster-friendly entrepreneur. Coffee trailblazer. Tv junkie. Avid zombie geek.,8.0,6.999999999999999,5.000000000000001,8.0,6.999999999999999,9.0,3.0,11.0
8006,Lifelong beer practitioner. Web advocate. Student. Hardcore communicator. Internet lover. Hipster-friendly thinker.,9.0,9.0,6.0,2.0,1.0,4.0,8.0,0.0
8007,Pop culture practitioner. Avid travel fanatic. Hardcore tv advocate. Beeraholic. Professional zombie fan. Gamer. Devoted social media buff.,0.0,6.999999999999999,8.0,4.0,6.999999999999999,4.0,5.000000000000001,2.0
8008,Food evangelist. Amateur coffee lover. Proud tv expert. Alcohol ninja. Freelance beer buff.,6.0,6.999999999999999,6.0,3.0,5.000000000000001,4.0,0.0,0.0
8009,Hipster-friendly alcohol ninja. Travel advocate. Devoted internet aficionado. Food specialist. Proud web nerd.,6.999999999999999,6.999999999999999,6.999999999999999,8.0,1.0,1.0,1.0,10.0
8010,Music lover. Web ninja. Unapologetic student. Amateur twitter fanatic. Troublemaker. Subtly charming alcohol maven.,8.0,6.0,3.0,8.0,6.999999999999999,9.0,3.0,6.0
8011,Travel aficionado. Friendly explorer. Tv scholar. Lifelong beer specialist. Music expert. Zombie geek.,6.999999999999999,3.0,3.0,6.999999999999999,4.0,4.0,3.0,5.0
8012,Web fan. Passionate beer lover. Coffee geek. Music practitioner. Food evangelist. Evil reader.,0.0,9.0,3.0,1.0,1.0,4.0,5.000000000000001,0.0
8013,Introvert. Hardcore pop culture fan. Twitter fanatic. Extreme student. Avid social media scholar. Wannabe music aficionado.,6.999999999999999,3.0,5.000000000000001,6.0,6.999999999999999,0.0,6.999999999999999,2.0
8014,Web scholar. Social media specialist. Writer. Coffee enthusiast. Proud pop culture practitioner. Professional internet advocate. Food buff.,3.0,4.0,4.0,6.0,1.0,2.0,0.0,2.0
8015,Hardcore creator. Total web lover. Freelance music trailblazer. Social media geek.,1.0,8.0,4.0,6.999999999999999,6.999999999999999,8.0,8.0,11.0
8016,Extreme internet fanatic. Devoted tv fanatic. Web enthusiast. Proud food guru. General twitter nerd. Beer ninja.,3.0,6.999999999999999,2.0,3.0,0.0,9.0,5.000000000000001,10.0
8017,Tvaholic. Travel buff. Zombie ninja. Social media junkie. Twitter guru. Reader. Alcohol fanatic.,6.0,2.0,3.0,6.999999999999999,6.0,9.0,3.0,11.0
8018,General social media fan. Hipster-friendly tv guru. Freelance alcohol buff. Bacon evangelist. Avid food practitioner.,5.000000000000001,2.0,1.0,3.0,2.0,5.000000000000001,8.0,11.0
8019,Friend of animals everywhere. Evil twitter fan. Pop culture evangelist. Introvert.,5.000000000000001,0.0,2.0,0.0,9.0,1.0,9.0,2.0
8020,Explorer. Proud beer maven. Hipster-friendly entrepreneur. Coffee trailblazer. Tv junkie. Avid zombie geek.,2.0,6.999999999999999,0.0,0.0,4.0,6.0,2.0,11.0
8021,Lifelong beer practitioner. Web advocate. Student. Hardcore communicator. Internet lover. Hipster-friendly thinker.,8.0,8.0,6.999999999999999,3.0,4.0,0.0,9.0,0.0
8022,Pop culture practitioner. Avid travel fanatic. Hardcore tv advocate. Beeraholic. Professional zombie fan. Gamer. Devoted social media buff.,5.000000000000001,4.0,5.000000000000001,2.0,5.000000000000001,6.999999999999999,0.0,2.0
8023,Food evangelist. Amateur coffee lover. Proud tv expert. Alcohol ninja. Freelance beer buff.,1.0,8.0,6.0,6.0,0.0,0.0,8.0,0.0
8024,Hipster-friendly alcohol ninja. Travel advocate. Devoted internet aficionado. Food specialist. Proud web nerd.,4.0,9.0,6.999999999999999,8.0,5.000000000000001,5.000000000000001,8.0,10.0
8025,Music lover. Web ninja. Unapologetic student. Amateur twitter fanatic. Troublemaker. Subtly charming alcohol maven.,8.0,0.0,8.0,6.0,5.000000000000001,1.0,6.999999999999999,6.0
8026,Travel aficionado. Friendly explorer. Tv scholar. Lifelong beer specialist. Music expert. Zombie geek.,9.0,6.999999999999999,8.0,1.0,1.0,4.0,8.0,5.0
8027,Web fan. Passionate beer lover. Coffee geek. Music practitioner. Food evangelist. Evil reader.,1.0,2.0,8.0,4.0,0.0,8.0,5.000000000000001,0.0
8028,Introvert. Hardcore pop culture fan. Twitter fanatic. Extreme student. Avid social media scholar. Wannabe music aficionado.,0.0,6.0,8.0,9.0,8.0,6.999999999999999,3.0,2.0
8029,Web scholar. Social media specialist. Writer. Coffee enthusiast. Proud pop culture practitioner. Professional internet advocate. Food buff.,8.0,8.0,4.0,6.0,4.0,3.0,1.0,2.0
8030,Hardcore creator. Total web lover. Freelance music trailblazer. Social media geek.,1.0,6.0,2.0,4.0,2.0,8.0,1.0,11.0
8031,Extreme internet fanatic. Devoted tv fanatic. Web enthusiast. Proud food guru. General twitter nerd. Beer ninja.,5.000000000000001,6.0,9.0,3.0,3.0,6.0,1.0,10.0
8032,Tvaholic. Travel buff. Zombie ninja. Social media junkie. Twitter guru. Reader. Alcohol fanatic.,1.0,0.0,9.0,8.0,8.0,6.0,4.0,11.0
8033,General social media fan. Hipster-friendly tv guru. Freelance alcohol buff. Bacon evangelist. Avid food practitioner.,6.999999999999999,9.0,2.0,6.999999999999999,0.0,8.0,0.0,11.0
8034,Friend of animals everywhere. Evil twitter fan. Pop culture evangelist. Introvert.,4.0,4.0,6.0,3.0,5.000000000000001,6.0,4.0,2.0
8035,Explorer. Proud beer maven. Hipster-friendly entrepreneur. Coffee trailblazer. Tv junkie. Avid zombie geek.,0.0,6.0,6.999999999999999,4.0,5.000000000000001,1.0,0.0,11.0
8036,Lifelong beer practitioner. Web advocate. Student. Hardcore communicator. Internet lover. Hipster-friendly thinker.,6.0,2.0,0.0,6.999999999999999,6.999999999999999,4.0,1.0,0.0
